nomcom;numdep;insee;geo_point_2d;geo_shape;shape_leng;shape_area
Feucherolles;78;78233;48.8800880696, 1.97983777956;"{""type"": ""Polygon"", ""coordinates"": [[[1.990617265389066, 48.8595351399045], [1.972064730653876, 48.858207995509076], [1.969073371069143, 48.86059264067474], [1.96970192560991, 48.86396178326826], [1.957723636585923, 48.869883980459676], [1.949905977838182, 48.88166054642167], [1.953756576401516, 48.89566153353578], [1.971601491648747, 48.89341480305586], [1.981874030157473, 48.90029277340163], [1.998373858656251, 48.891402317944284], [2.020252867793868, 48.882598674466365], [2.013966547201699, 48.8775465566291], [1.995498717602248, 48.8735886429387], [1.98860365933739, 48.86495944820059], [1.990617265389066, 48.8595351399045]]]}";15904.6967187;13312199.5
Saint-Chéron;91;91540;48.5491975829, 2.12662820406;"{""type"": ""Polygon"", ""coordinates"": [[[2.122410068994462, 48.529422449465024], [2.107435756607926, 48.541797741083975], [2.098142660634167, 48.543328944781905], [2.093124339702269, 48.552259958341224], [2.101563674611623, 48.55478894482551], [2.117879971401559, 48.56199996832867], [2.12047031427474, 48.567551694511295], [2.129550296131533, 48.5700923663105], [2.138846663506774, 48.565293199754784], [2.144977610070677, 48.55587362029024], [2.155730605985397, 48.54872659939803], [2.155298704655415, 48.53853092930365], [2.139622056321305, 48.53705110625575], [2.122410068994462, 48.529422449465024]]]}";13997.3228031;11554872.5
Boissy-Saint-Léger;94;94004;48.7470359922, 2.52528049019;"{""type"": ""Polygon"", ""coordinates"": [[[2.536504385710327, 48.728220513858034], [2.528039935486468, 48.729104770578466], [2.516967746637825, 48.738486555141755], [2.51180042232524, 48.744302832971215], [2.502673470776879, 48.747314220774406], [2.493159732460952, 48.75923652268636], [2.499748965754346, 48.76296989435591], [2.527075427977351, 48.75604780152829], [2.556647169370998, 48.75454229930818], [2.548619600414814, 48.75006909881909], [2.54935964273083, 48.7431193548259], [2.536504385710327, 48.728220513858034]]]}";13375.6991917;8701456.0
Osny;95;95476;49.0676589923, 2.06311678451;"{""type"": ""Polygon"", ""coordinates"": [[[2.072221766486022, 49.04716964872211], [2.054070647325505, 49.05456356838814], [2.027765173671173, 49.056502706967706], [2.034625893701164, 49.062807594030595], [2.045585135849867, 49.08298337637146], [2.05988206830482, 49.085712691609686], [2.071830903368538, 49.080500308490656], [2.079229809790931, 49.08472946319301], [2.084140070669475, 49.08420048425973], [2.090414716566817, 49.07221690961495], [2.094814772148465, 49.07026289974964], [2.072221766486022, 49.04716964872211]]]}";14806.8276662;12406926.0
Bois-d'Arcy;78;78073;48.8044185716, 2.01911294303;"{""type"": ""Polygon"", ""coordinates"": [[[2.050125421376204, 48.79841284673883], [2.030089508464575, 48.79668691314057], [1.994386896370796, 48.799117143945715], [1.996440552042252, 48.81196933578749], [2.00039300751167, 48.813936219254344], [2.024795938684955, 48.811853223111854], [2.048458422725607, 48.80322053657031], [2.050125421376204, 48.79841284673883]]]}";10261.7513032;5560896.5
Livilliers;95;95341;49.1004574229, 2.09462391064;"{""type"": ""Polygon"", ""coordinates"": [[[2.084140070669475, 49.08420048425973], [2.084311158838898, 49.09079282653367], [2.072617609687766, 49.100809990063894], [2.091845442234113, 49.116359473128725], [2.100515031328002, 49.11248628964522], [2.105550735568773, 49.11355787858875], [2.109435172401996, 49.11149165546944], [2.110626561118712, 49.09873228750426], [2.116465600221214, 49.09357810174664], [2.084140070669475, 49.08420048425973]]]}";10599.492149;6449849.49999
Vinantes;77;77525;49.0033668902, 2.73993236891;"{""type"": ""Polygon"", ""coordinates"": [[[2.747338568028838, 48.99060973630512], [2.725005128062582, 48.99697201527047], [2.727710066452884, 48.99974774573275], [2.721131570512309, 49.008302053747336], [2.730756055335017, 49.01588627316646], [2.75486891606147, 49.010578730188456], [2.754544901214302, 48.99815109010765], [2.753418847152294, 48.99065835424613], [2.747338568028838, 48.99060973630512]]]}";8837.19725698;4923369.0
Rozay-en-Brie;77;77393;48.6835473801, 2.96386164436;"{""type"": ""Polygon"", ""coordinates"": [[[2.973517868605169, 48.67137320415139], [2.94669393958945, 48.686933886838354], [2.946364540741624, 48.69021674325029], [2.955954725162841, 48.69159683103517], [2.96849703950203, 48.68730142098655], [2.977488975728916, 48.68996583803281], [2.973517868605169, 48.67137320415139]]]}";7565.89048627;2602156.49999
Livry-sur-Seine;77;77255;48.5051016281, 2.68647821336;"{""type"": ""Polygon"", ""coordinates"": [[[2.673117483535653, 48.490543094350215], [2.670039349952726, 48.51301554426249], [2.688160436724504, 48.516734793136], [2.709168137678929, 48.50829593606782], [2.704885505213982, 48.50187127016552], [2.673117483535653, 48.490543094350215]]]}";9166.91114277;5137785.00001
Evry;91;91228;48.6294831659, 2.44008244492;"{""type"": ""Polygon"", ""coordinates"": [[[2.436981317437266, 48.61117363711148], [2.431928937456322, 48.61173433839789], [2.424983412990124, 48.62038147911776], [2.42482251147427, 48.63008657193636], [2.413329247562272, 48.63607529432423], [2.422037169221743, 48.64391664152124], [2.426371063903442, 48.642327459714295], [2.437760992970383, 48.648471422000476], [2.452250501631966, 48.63761886566024], [2.470342722641954, 48.625494237443064], [2.436981317437266, 48.61117363711148]]]}";12588.681127;8860893.5
Malakoff;92;92046;48.8169695977, 2.29693599517;"{""type"": ""Polygon"", ""coordinates"": [[[2.279913901436275, 48.81091886555575], [2.278179169818622, 48.814254149425544], [2.291556285820991, 48.817976691091225], [2.301320806267096, 48.82513028921861], [2.314148423547515, 48.822290551056035], [2.300143619531496, 48.81135378943319], [2.279913901436275, 48.81091886555575]]]}";6601.23535674;2020508.50001
Tournan-en-Brie;77;77470;48.739865817, 2.77820566994;"{""type"": ""Polygon"", ""coordinates"": [[[2.785880254414446, 48.71646229319393], [2.755210329898152, 48.729256187751695], [2.737982942856056, 48.75668777956639], [2.742100718537976, 48.765735729608565], [2.750921046160828, 48.76201294727727], [2.757372006336728, 48.75268141726536], [2.771509983420906, 48.74826622545236], [2.790880112622791, 48.75095497732986], [2.795820787556884, 48.75704350874759], [2.811794650872398, 48.74837249406821], [2.817511758680709, 48.73531287771075], [2.814311293096994, 48.72910193085093], [2.799529726856389, 48.72991448433314], [2.785880254414446, 48.71646229319393]]]}";18956.2763151;15622271.0
Boissy-aux-Cailles;77;77041;48.3118839635, 2.49277036234;"{""type"": ""Polygon"", ""coordinates"": [[[2.502591434828553, 48.28752208043458], [2.495436357776013, 48.292755335864335], [2.475200582920742, 48.2965542426414], [2.458810016541345, 48.3103815038612], [2.45866568829297, 48.31392582314185], [2.45602211059693, 48.32174142007791], [2.489320420950956, 48.32975336604326], [2.514819585700517, 48.33144410469308], [2.521177529355295, 48.322247785409225], [2.522495728808872, 48.31375063803327], [2.521680771305759, 48.306945332590246], [2.50759751363259, 48.28850575617569], [2.502591434828553, 48.28752208043458]]]}";15634.4930728;16386818.0
Montfort-l'Amaury;78;78420;48.771347152, 1.80894544858;"{""type"": ""Polygon"", ""coordinates"": [[[1.819817223111741, 48.76465376604403], [1.794564999633352, 48.759886074061775], [1.781968312167999, 48.76622568385487], [1.798713162500428, 48.77768390397657], [1.817278804065744, 48.78300519312627], [1.827275462258843, 48.780917995863675], [1.834318252816465, 48.775769926174], [1.825292300117957, 48.76804485841118], [1.819817223111741, 48.76465376604403]]]}";9531.13255245;5626688.5
Gonesse;95;95277;48.9864903049, 2.4569899628;"{""type"": ""Polygon"", ""coordinates"": [[[2.459489866144134, 48.95505531902057], [2.456013952139847, 48.9557769930625], [2.456867214480717, 48.95906315682621], [2.432292432496168, 48.97976698723164], [2.416535296887699, 48.99850339123763], [2.42512418886243, 49.01398445607198], [2.429427643287212, 49.01547969678326], [2.443238244167446, 49.012649080147796], [2.448630288141886, 49.00435621560834], [2.462705198077078, 49.000688285554645], [2.467785626101858, 48.995711239219844], [2.477478470326728, 48.993964377682296], [2.48349325822913, 48.99925087869588], [2.485761099159672, 48.9993325556983], [2.490603798084448, 48.990486852130616], [2.502517086615059, 48.984979596277284], [2.50188202159187, 48.97853843721308], [2.500519839836572, 48.97528651886361], [2.496009495667324, 48.972722797189505], [2.491127946298912, 48.97324173201466], [2.466558862574983, 48.96345905818414], [2.459489866144134, 48.95505531902057]]]}";20774.6021922;20672520.0
Vanvillé;77;77481;48.5547348508, 3.11550566194;"{""type"": ""Polygon"", ""coordinates"": [[[3.133333720931153, 48.543336576011974], [3.120898766902644, 48.53815039074039], [3.11856784729548, 48.531720828629844], [3.113652321701957, 48.53222938828253], [3.113593013844008, 48.542367553181855], [3.105295907627727, 48.54600941531228], [3.095271254507197, 48.5614452165473], [3.099595976312149, 48.562287249519585], [3.096312585529996, 48.567633254426276], [3.104016719943536, 48.570469323658436], [3.119433295822355, 48.572739682029614], [3.134462255418475, 48.55021693542301], [3.133333720931153, 48.543336576011974]]]}";12213.3499664;7454337.50001
Moussy;95;95438;49.1349938099, 1.90868035748;"{""type"": ""Polygon"", ""coordinates"": [[[1.914894445054167, 49.126690603176854], [1.895634297520058, 49.12908700182791], [1.882251199605964, 49.137811306960316], [1.89356194532222, 49.14400319701725], [1.901855311754715, 49.140059886603204], [1.916187027752243, 49.14349873063691], [1.924573945048639, 49.13958168651596], [1.933896939723111, 49.13206668998397], [1.931102599444413, 49.12936237074078], [1.914894445054167, 49.126690603176854]]]}";9155.85901128;4606923.99998
Cergy;95;95127;49.0401131567, 2.05082123731;"{""type"": ""Polygon"", ""coordinates"": [[[2.083165986845829, 49.019269519447526], [2.07263366399205, 49.018756983375035], [2.038230126645515, 49.03372851576785], [2.038296568189799, 49.036786458262945], [2.015834726631684, 49.03987771410519], [2.001838752465141, 49.05285505539343], [2.010600886784759, 49.05612878201693], [2.024370972134714, 49.05437101025048], [2.027765173671173, 49.056502706967706], [2.054070647325505, 49.05456356838814], [2.072221766486022, 49.04716964872211], [2.085450417543997, 49.03783821805331], [2.084204716663622, 49.03169595942076], [2.090658278412783, 49.02396659779458], [2.083165986845829, 49.019269519447526]]]}";17023.3615555;14119347.5
Vulaines-lès-Provins;77;77532;48.5636143707, 3.21951808619;"{""type"": ""Polygon"", ""coordinates"": [[[3.196861813651088, 48.54804304186627], [3.196070145104167, 48.56097096032818], [3.191239263406734, 48.56665497548531], [3.20412953160281, 48.57036667066224], [3.20642907544114, 48.57949304262257], [3.21592500252496, 48.580987414165], [3.221547051676379, 48.57999658515909], [3.234721812347265, 48.57639116213655], [3.238179100282057, 48.57053726337863], [3.247389369260004, 48.569097187138986], [3.250134021146162, 48.56198501063898], [3.24322527964111, 48.55969648286382], [3.235800938662562, 48.55110268096053], [3.196861813651088, 48.54804304186627]]]}";13207.6611805;10364679.5
Montfermeil;93;93047;48.8982616679, 2.56714354796;"{""type"": ""Polygon"", ""coordinates"": [[[2.559406443017836, 48.88533805272265], [2.54986583231548, 48.886336773362466], [2.546579078987072, 48.89889667509363], [2.56520064820172, 48.90836337139833], [2.574487789543514, 48.90711972643848], [2.582965000669681, 48.90985640603783], [2.591417597422749, 48.907151691003484], [2.585457702339202, 48.901789406178416], [2.586001468610839, 48.895163452631394], [2.566483871485326, 48.89024713529526], [2.559406443017836, 48.88533805272265]]]}";9687.08637116;5250405.49999
Condé-Sainte-Libiaire;77;77125;48.8985882759, 2.83639912671;"{""type"": ""Polygon"", ""coordinates"": [[[2.840347290346074, 48.88910885978855], [2.824450943375355, 48.89575937098465], [2.821374531869442, 48.8979760690802], [2.823919381205963, 48.90371728883488], [2.828525204533929, 48.90520778960659], [2.836505202019572, 48.900974323112415], [2.846989260812841, 48.90748100384574], [2.850320635136658, 48.90654996030416], [2.847522602720687, 48.897724441476754], [2.840347290346074, 48.88910885978855]]]}";6923.02270458;2333487.0
Bouray-sur-Juine;91;91095;48.5123020136, 2.29610342228;"{""type"": ""Polygon"", ""coordinates"": [[[2.307086472728402, 48.4999024309005], [2.2885973810634, 48.499748182161], [2.277063952388492, 48.50467149848228], [2.275586321385259, 48.51658249014499], [2.269508694201247, 48.52030569001465], [2.271090975775704, 48.52338308907632], [2.290326475245356, 48.52103454977082], [2.299159973442293, 48.52377679975831], [2.324144816482853, 48.518658767291136], [2.307086472728402, 48.4999024309005]]]}";11210.3639925;7236777.50001
Chambourcy;78;78133;48.8960592796, 2.03321565205;"{""type"": ""Polygon"", ""coordinates"": [[[2.037185589896381, 48.87765461478435], [2.020252867793868, 48.882598674466365], [1.998373858656251, 48.891402317944284], [2.012652511885662, 48.89579287035776], [2.022540729614208, 48.8936615669374], [2.026951435811333, 48.89557714738078], [2.02702864134118, 48.91261147098433], [2.03988510194635, 48.91687015189673], [2.052729084891242, 48.90693575745566], [2.054452747035241, 48.89766810449447], [2.037185589896381, 48.87765461478435]]]}";13541.7379472;8261661.0
Noisy-Rudignon;77;77338;48.3364793453, 2.93408964722;"{""type"": ""Polygon"", ""coordinates"": [[[2.943897222736231, 48.318155310664665], [2.938653284731218, 48.32675396850487], [2.922065109369969, 48.3314047054283], [2.915404551007854, 48.33673539040927], [2.932306502021819, 48.35216709446737], [2.938564509964805, 48.35658799334787], [2.938492506758355, 48.33734343595164], [2.947238996621306, 48.33523335081672], [2.947606571971625, 48.33197657882268], [2.950070919560001, 48.32289057339981], [2.943897222736231, 48.318155310664665]]]}";10850.9453715;4380609.99999
Fresnes-sur-Marne;77;77196;48.9418117332, 2.73978982468;"{""type"": ""Polygon"", ""coordinates"": [[[2.742318786429871, 48.92274217207727], [2.720473465543858, 48.94262988737151], [2.710103788289418, 48.941652045864345], [2.72009816422712, 48.94895076149799], [2.724226764631402, 48.95824055324883], [2.741866897800299, 48.95331599870742], [2.761135570187857, 48.95277142527314], [2.762254411344324, 48.94995900613582], [2.757426066859711, 48.94889721306053], [2.758455314204978, 48.93894455715538], [2.750667145665618, 48.92339831681231], [2.742318786429871, 48.92274217207727]]]}";12724.5124488;7801100.0
Montreuil;93;93048;48.8633175054, 2.44816211857;"{""type"": ""Polygon"", ""coordinates"": [[[2.447103397771503, 48.851156107610656], [2.437246481853588, 48.852791932880535], [2.429167050346281, 48.84886847284359], [2.418968740818689, 48.849332011243774], [2.416339717281656, 48.849238273407444], [2.415319163395038, 48.85517798814062], [2.423244627825823, 48.859461356356064], [2.435361338816091, 48.87458300848474], [2.442643562229171, 48.871874180558756], [2.451667251149139, 48.87848994126581], [2.46476104729599, 48.87807255709601], [2.471635526074947, 48.86975734112054], [2.480615064384122, 48.86745838292002], [2.481534079339179, 48.861409850048986], [2.454295126762971, 48.855416045949895], [2.447103397771503, 48.851156107610656]]]}";13559.4610006;9018958.49999
Saint-Prix;95;95574;49.0208224816, 2.27015066493;"{""type"": ""Polygon"", ""coordinates"": [[[2.26347455684559, 48.99817415412636], [2.252337979348448, 49.00185512555646], [2.255946887626792, 49.01516824021881], [2.261676818591864, 49.02081478737411], [2.256018145411796, 49.026417973976514], [2.258271637799345, 49.040010033328834], [2.274775626789959, 49.03644205854306], [2.294403726586045, 49.03024653470973], [2.295572072784817, 49.0267824311613], [2.284832256244078, 49.02024456928266], [2.273375859275111, 49.006489519395174], [2.26347455684559, 48.99817415412636]]]}";12685.8386981;7847828.49999
Limay;78;78335;48.9946438183, 1.7398704848;"{""type"": ""Polygon"", ""coordinates"": [[[1.751753677037001, 48.96735787163162], [1.732468928463615, 48.97789371941938], [1.727270503353248, 48.984862474844846], [1.719248306819146, 49.00099194745773], [1.708391598531212, 49.008294961112966], [1.73003533788051, 49.01542362185182], [1.755444721823971, 49.006031227512686], [1.763656030611078, 48.99874175554474], [1.762190379674435, 48.98969750078092], [1.751973724786456, 48.97412319062524], [1.751753677037001, 48.96735787163162]]]}";14284.0281969;11227593.5
